day,year,mo,da,collision_date,borough,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,Num_collision
7,2014,02,02,2014-02-02,MANHATTAN,39.3,37.2,1016.5,5.5,8.7,15.0,20.0,45.0,30.9,0.1,999.9,1,80
1,2014,02,03,2014-02-03,MANHATTAN,36.5,33.6,1018.2,5.3,9.1,15.0,18.1,45.0,32.0,0.06,999.9,1,132
2,2014,02,04,2014-02-04,MANHATTAN,32.5,26.2,1027.2,10.0,7.8,14.0,999.9,41.0,27.0,0.61,999.9,0,112
3,2014,02,05,2014-02-05,MANHATTAN,32.3,29.1,1018.9,6.3,9.2,22.9,31.1,37.4,24.1,0.1,999.9,0,99
4,2014,02,06,2014-02-06,MANHATTAN,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37.0,24.1,0.56,999.9,0,111
5,2014,02,07,2014-02-07,MANHATTAN,28.1,15.7,1023.2,10.0,9.0,14.0,19.0,32.0,24.1,0.0,999.9,0,130
6,2014,02,08,2014-02-08,MANHATTAN,28.2,14.2,1023.9,10.0,8.6,12.0,19.0,32.0,21.9,0.0,999.9,0,85
7,2014,02,09,2014-02-09,MANHATTAN,30.3,18.2,1018.7,10.0,4.9,9.9,999.9,37.0,21.9,0.0,999.9,0,61
1,2014,02,10,2014-02-10,MANHATTAN,28.9,18.8,1015.7,9.0,9.0,19.0,26.0,37.0,23.0,0.0,999.9,0,140
2,2014,02,11,2014-02-11,MANHATTAN,24.0,6.4,1023.8,10.0,9.2,15.0,18.1,32.0,19.9,0.0,999.9,0,123
3,2014,02,12,2014-02-12,MANHATTAN,23.7,10.0,1030.8,10.0,10.5,17.1,25.1,30.0,17.6,0.0,999.9,0,133
4,2014,02,13,2014-02-13,MANHATTAN,37.0,32.0,1022.3,6.3,13.4,25.1,36.9,48.9,18.0,0.0,999.9,1,65
5,2014,02,14,2014-02-14,MANHATTAN,40.2,35.7,989.5,5.7,20.1,35.9,47.0,50.0,30.0,1.41,999.9,1,147
6,2014,02,15,2014-02-15,MANHATTAN,35.2,28.8,1006.5,7.3,11.8,27.0,35.9,39.0,28.0,0.02,999.9,0,75
7,2014,02,16,2014-02-16,MANHATTAN,29.8,22.4,1004.2,7.5,20.2,34.0,45.1,39.0,25.0,0.63,999.9,1,79
1,2014,02,17,2014-02-17,MANHATTAN,24.3,8.9,1019.8,9.3,13.1,19.0,28.0,32.0,19.0,0.0,999.9,0,56
2,2014,02,18,2014-02-18,MANHATTAN,28.2,18.5,1023.6,9.0,12.7,26.0,32.1,42.1,9.0,0.0,999.9,0,90
3,2014,02,19,2014-02-19,MANHATTAN,35.0,29.4,1015.6,8.9,12.3,21.0,31.1,44.6,25.0,0.11,999.9,0,120
4,2014,02,20,2014-02-20,MANHATTAN,39.6,32.2,1018.5,7.1,10.4,15.9,26.0,50.0,23.0,0.19,999.9,0,119
5,2014,02,21,2014-02-21,MANHATTAN,42.2,40.0,1017.2,3.9,10.4,19.0,26.0,50.0,35.1,0.26,999.9,1,134
6,2014,02,22,2014-02-22,MANHATTAN,41.4,36.5,1015.1,7.1,11.0,22.0,28.9,51.8,33.8,0.44,999.9,1,101
7,2014,02,23,2014-02-23,MANHATTAN,42.0,36.9,1015.4,9.5,9.1,13.0,999.9,46.9,34.0,0.0,999.9,0,80
1,2014,02,24,2014-02-24,MANHATTAN,37.5,25.8,1008.3,9.7,10.3,18.1,28.9,46.9,30.9,0.09,999.9,0,124
2,2014,02,25,2014-02-25,MANHATTAN,27.0,8.7,1014.2,10.0,15.5,21.0,31.1,42.1,21.9,0.04,999.9,0,100
3,2014,02,26,2014-02-26,MANHATTAN,25.8,12.6,1012.3,8.9,8.0,17.1,21.0,30.9,21.0,0.0,999.9,0,107
6,2014,03,01,2014-03-01,MANHATTAN,24.1,12.5,1029.1,10.0,5.2,11.1,999.9,35.1,12.0,0.0,999.9,0,98
7,2014,03,02,2014-03-02,MANHATTAN,35.1,28.8,1018.5,9.1,6.8,15.0,21.0,39.9,30.9,0.0,999.9,0,58
1,2014,03,03,2014-03-03,MANHATTAN,27.3,20.3,1017.2,5.8,11.2,25.1,32.1,33.8,21.0,0.0,999.9,1,83
2,2014,03,04,2014-03-04,MANHATTAN,24.8,12.2,1025.5,10.0,8.3,12.0,999.9,30.0,21.0,0.0,999.9,0,99
3,2014,03,05,2014-03-05,MANHATTAN,29.5,18.3,1024.3,9.5,7.1,21.0,26.0,36.0,25.0,0.0,999.9,0,92
4,2014,03,06,2014-03-06,MANHATTAN,26.3,14.0,1032.2,9.1,16.4,22.0,28.0,30.2,21.0,0.0,999.9,0,112
5,2014,03,07,2014-03-07,MANHATTAN,29.4,20.9,1027.4,10.0,8.4,14.0,19.0,37.9,19.0,0.0,999.9,0,102
6,2014,03,08,2014-03-08,MANHATTAN,40.3,33.2,1009.0,8.9,11.0,15.9,21.0,48.0,35.6,0.0,999.9,1,102
7,2014,03,09,2014-03-09,MANHATTAN,35.2,21.7,1011.2,10.0,8.9,15.0,22.0,37.9,30.0,0.0,999.9,0,74
1,2014,03,10,2014-03-10,MANHATTAN,33.5,24.0,1010.7,8.9,6.1,15.0,999.9,39.2,28.0,0.0,999.9,0,88
2,2014,03,11,2014-03-11,MANHATTAN,41.3,34.1,1002.9,8.3,9.0,12.0,18.1,48.9,32.0,0.0,999.9,0,106
3,2014,03,12,2014-03-12,MANHATTAN,43.4,37.1,1002.2,7.2,9.6,18.1,29.9,51.8,35.1,0.0,999.9,1,108
4,2014,03,13,2014-03-13,MANHATTAN,32.2,27.9,990.4,3.9,14.7,22.9,28.9,48.2,21.0,0.6,999.9,1,103
5,2014,03,14,2014-03-14,MANHATTAN,25.4,9.0,1018.4,10.0,15.1,20.0,28.9,35.1,19.0,0.03,999.9,0,123
6,2014,03,15,2014-03-15,MANHATTAN,41.3,34.3,1011.5,8.8,12.0,15.9,18.1,45.0,36.0,0.0,999.9,0,106
7,2014,03,16,2014-03-16,MANHATTAN,35.3,16.8,1016.5,10.0,10.7,17.1,24.1,41.0,33.1,0.0,999.9,0,94
1,2014,03,17,2014-03-17,MANHATTAN,28.5,12.1,1018.8,10.0,14.2,19.0,25.1,39.0,24.1,0.0,999.9,0,113
2,2014,03,18,2014-03-18,MANHATTAN,27.7,14.7,1023.7,10.0,8.7,15.0,20.0,37.0,18.0,0.0,999.9,0,115
3,2014,03,19,2014-03-19,MANHATTAN,35.0,23.6,1025.6,10.0,9.7,15.0,20.0,42.1,28.9,0.0,999.9,0,107
4,2014,03,20,2014-03-20,MANHATTAN,41.7,37.6,1009.6,6.3,14.9,22.9,28.0,46.0,37.0,0.4,999.9,1,127
5,2014,03,21,2014-03-21,MANHATTAN,39.3,28.2,1010.6,9.6,14.0,22.0,28.0,44.1,35.1,0.0,999.9,0,113
6,2014,03,22,2014-03-22,MANHATTAN,38.1,27.9,1013.6,9.7,11.2,22.0,31.1,50.0,23.0,0.0,999.9,0,95
7,2014,03,23,2014-03-23,MANHATTAN,38.9,25.3,1013.9,10.0,9.5,15.0,21.0,43.0,33.1,0.0,999.9,0,93
1,2014,03,24,2014-03-24,MANHATTAN,27.4,8.0,1017.9,10.0,13.4,24.1,31.1,36.0,21.9,0.0,999.9,0,92
2,2014,03,25,2014-03-25,MANHATTAN,26.5,10.5,1019.8,10.0,4.1,8.9,999.9,35.1,15.1,0.0,999.9,0,93
3,2014,03,26,2014-03-26,MANHATTAN,30.8,22.2,1001.4,4.7,28.0,44.1,71.1,34.0,26.6,0.0,999.9,1,109
4,2014,03,27,2014-03-27,MANHATTAN,28.4,8.6,1022.3,10.0,18.2,24.1,35.0,34.0,23.0,0.0,999.9,0,114
5,2014,03,28,2014-03-28,MANHATTAN,41.2,35.6,1023.4,8.9,13.7,20.0,27.0,48.0,34.0,0.0,999.9,0,104
6,2014,03,29,2014-03-29,MANHATTAN,44.9,42.2,1021.6,4.5,10.2,17.1,22.9,51.1,41.0,0.02,999.9,0,119
7,2014,03,30,2014-03-30,MANHATTAN,46.3,44.7,1001.5,1.7,13.8,20.0,28.0,55.4,39.9,1.22,999.9,1,90
1,2014,03,31,2014-03-31,MANHATTAN,37.8,35.3,1005.3,6.1,21.3,26.0,38.1,39.9,36.0,0.29,999.9,0,104
2,2014,04,01,2014-04-01,MANHATTAN,37.1,29.8,1015.3,9.3,17.6,26.0,35.9,42.8,33.8,0.03,999.9,0,116
3,2014,04,02,2014-04-02,MANHATTAN,39.3,28.6,1019.1,10.0,5.6,11.1,999.9,48.0,32.0,0.0,999.9,0,117
4,2014,04,03,2014-04-03,MANHATTAN,40.9,30.9,1018.5,10.0,8.4,15.9,20.0,48.9,33.1,0.0,999.9,0,119
5,2014,04,04,2014-04-04,MANHATTAN,40.0,30.2,1019.1,10.0,7.7,15.0,20.0,48.0,33.1,0.0,999.9,0,121
6,2014,04,05,2014-04-05,MANHATTAN,44.8,39.6,1008.7,7.7,13.8,19.0,25.1,50.0,41.0,0.03,999.9,1,116
7,2014,04,06,2014-04-06,MANHATTAN,41.1,25.3,1017.6,10.0,12.5,17.1,22.9,46.9,35.1,0.0,999.9,0,106
1,2014,04,07,2014-04-07,MANHATTAN,42.0,33.9,1022.6,10.0,7.4,15.0,22.0,48.9,35.1,0.0,999.9,0,85
2,2014,04,08,2014-04-08,MANHATTAN,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52.0,44.1,0.7,999.9,1,127
3,2014,04,09,2014-04-09,MANHATTAN,46.8,36.1,1002.5,9.6,10.0,17.1,22.9,57.0,42.1,0.45,999.9,0,109
4,2014,04,10,2014-04-10,MANHATTAN,41.6,28.9,1019.5,9.9,8.8,15.9,999.9,57.0,28.0,0.0,999.9,0,144
5,2014,04,11,2014-04-11,MANHATTAN,48.0,40.6,1017.8,8.8,13.4,18.1,21.0,53.1,44.1,0.0,999.9,0,149
6,2014,04,12,2014-04-12,MANHATTAN,50.1,40.8,1019.1,8.5,8.6,13.0,999.9,64.0,43.0,0.0,999.9,0,108
7,2014,04,13,2014-04-13,MANHATTAN,47.0,40.4,1023.8,9.3,8.8,14.0,20.0,64.0,39.0,0.0,999.9,1,96
1,2014,04,14,2014-04-14,MANHATTAN,52.2,47.8,1019.3,7.0,14.4,18.1,22.9,57.9,39.0,0.0,999.9,0,105
2,2014,04,15,2014-04-15,MANHATTAN,52.6,48.0,1013.3,6.6,16.0,22.0,32.1,57.9,48.9,0.0,999.9,0,100
3,2014,04,16,2014-04-16,MANHATTAN,42.9,32.6,1021.9,7.9,19.2,25.1,46.0,57.9,35.1,0.71,999.9,0,122
4,2014,04,17,2014-04-17,MANHATTAN,37.5,23.8,1037.9,10.0,15.2,21.0,28.9,53.1,34.0,0.67,999.9,0,118
5,2014,04,18,2014-04-18,MANHATTAN,40.4,32.0,1032.7,9.9,9.1,15.0,21.0,46.0,35.1,0.0,999.9,0,97
6,2014,04,19,2014-04-19,MANHATTAN,45.7,35.3,1023.5,10.0,5.9,14.0,18.1,59.0,34.0,0.0,999.9,0,105
7,2014,04,20,2014-04-20,MANHATTAN,44.2,31.2,1030.4,10.0,9.2,18.1,21.0,59.0,34.0,0.0,999.9,0,82
1,2014,04,21,2014-04-21,MANHATTAN,43.1,36.9,1022.3,10.0,6.2,11.1,999.9,53.1,34.0,0.0,999.9,0,84
2,2014,04,22,2014-04-22,MANHATTAN,49.5,43.2,1007.7,10.0,5.6,8.9,999.9,57.9,34.0,0.0,999.9,0,99
3,2014,04,23,2014-04-23,MANHATTAN,49.5,45.4,998.0,9.2,8.6,17.1,29.9,57.9,43.0,0.01,999.9,0,134
4,2014,04,24,2014-04-24,MANHATTAN,49.6,28.7,1002.9,10.0,19.1,26.0,34.0,57.0,44.1,0.12,999.9,0,142
5,2014,04,25,2014-04-25,MANHATTAN,49.0,32.3,1013.4,10.0,10.5,15.9,22.9,57.0,43.0,0.0,999.9,0,136
6,2014,04,26,2014-04-26,MANHATTAN,44.9,36.6,1009.1,9.4,12.2,18.1,26.0,55.0,42.1,0.0,999.9,0,119
7,2014,04,27,2014-04-27,MANHATTAN,42.4,36.2,1012.5,9.9,4.8,14.0,17.1,50.0,36.0,0.37,999.9,0,86
1,2014,04,28,2014-04-28,MANHATTAN,46.5,37.2,1016.1,10.0,13.7,20.0,24.1,52.0,41.0,0.01,999.9,0,107
2,2014,04,29,2014-04-29,MANHATTAN,44.2,36.0,1028.1,10.0,16.5,22.0,28.0,46.9,42.1,0.0,999.9,0,117
3,2014,04,30,2014-04-30,MANHATTAN,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46.0,41.0,0.01,999.9,0,152
4,2014,05,01,2014-05-01,MANHATTAN,50.3,48.3,1016.6,3.2,13.3,18.1,24.1,55.4,44.1,0.35,999.9,1,123
5,2014,05,02,2014-05-02,MANHATTAN,51.9,44.7,1006.4,6.4,10.2,15.0,999.9,61.0,46.4,0.21,999.9,1,134
6,2014,05,03,2014-05-03,MANHATTAN,50.9,41.1,1010.3,9.1,6.4,13.0,999.9,61.0,41.0,0.01,999.9,0,141
7,2014,05,04,2014-05-04,MANHATTAN,51.4,42.6,1005.1,9.8,12.8,22.0,28.0,57.0,46.9,0.02,999.9,0,96
1,2014,05,05,2014-05-05,MANHATTAN,53.7,40.0,1005.8,10.0,10.2,14.0,22.9,61.0,48.0,0.0,999.9,0,115
2,2014,05,06,2014-05-06,MANHATTAN,52.2,40.5,1011.1,9.6,5.7,11.1,999.9,59.0,46.9,0.01,999.9,0,127
3,2014,05,07,2014-05-07,MANHATTAN,51.6,38.3,1019.8,10.0,6.8,11.1,999.9,60.1,46.0,0.0,999.9,0,145
4,2014,05,08,2014-05-08,MANHATTAN,52.0,43.4,1022.3,9.6,7.5,12.0,999.9,62.1,46.0,0.0,999.9,0,132
5,2014,05,09,2014-05-09,MANHATTAN,51.5,44.5,1022.6,8.7,6.7,14.0,999.9,55.9,44.6,0.0,999.9,1,115
6,2014,05,10,2014-05-10,MANHATTAN,54.8,49.9,1015.2,7.1,11.1,14.0,20.0,57.9,51.8,0.0,999.9,1,119
7,2014,05,11,2014-05-11,MANHATTAN,58.3,49.5,1013.2,8.6,12.6,19.0,24.1,66.0,53.1,0.24,999.9,0,94
1,2014,05,12,2014-05-12,MANHATTAN,57.8,46.2,1018.5,9.8,9.1,13.0,17.1,70.0,48.9,0.23,999.9,0,140
2,2014,05,13,2014-05-13,MANHATTAN,51.8,43.8,1022.0,10.0,14.1,22.9,28.0,57.0,46.9,0.0,999.9,0,114
3,2014,05,14,2014-05-14,MANHATTAN,51.2,44.3,1026.5,10.0,9.8,15.0,999.9,59.0,45.0,0.0,999.9,0,149
4,2014,05,15,2014-05-15,MANHATTAN,57.8,51.8,1026.0,10.0,9.6,15.0,20.0,64.9,53.6,0.0,999.9,0,140
5,2014,05,16,2014-05-16,MANHATTAN,58.3,52.8,1021.6,9.1,11.8,15.0,22.0,64.9,54.0,0.0,999.9,0,150
6,2014,05,17,2014-05-17,MANHATTAN,57.7,54.1,1016.0,5.8,12.5,19.0,25.1,62.6,51.1,0.26,999.9,1,133
7,2014,05,18,2014-05-18,MANHATTAN,56.5,46.1,1017.6,9.8,8.5,15.0,20.0,63.0,50.0,0.43,999.9,0,114
1,2014,05,19,2014-05-19,MANHATTAN,56.9,41.8,1016.9,10.0,9.0,15.9,22.0,63.0,48.9,0.0,999.9,0,110
2,2014,05,20,2014-05-20,MANHATTAN,56.4,45.7,1015.4,9.9,10.4,21.0,28.9,64.0,51.1,0.11,999.9,0,133
3,2014,05,21,2014-05-21,MANHATTAN,56.3,47.6,1014.9,10.0,6.0,9.9,999.9,68.0,45.0,0.0,999.9,0,131
4,2014,05,22,2014-05-22,MANHATTAN,50.3,46.2,1013.1,8.6,6.0,13.0,999.9,57.0,46.0,0.0,999.9,1,132
5,2014,05,23,2014-05-23,MANHATTAN,54.9,48.6,1012.4,10.0,7.3,12.0,15.9,62.1,50.0,0.02,999.9,0,138
6,2014,05,24,2014-05-24,MANHATTAN,54.6,46.9,1014.2,10.0,15.0,26.0,29.9,60.1,51.1,0.01,999.9,0,97
7,2014,05,25,2014-05-25,MANHATTAN,53.7,44.4,1018.2,10.0,5.4,8.9,999.9,59.0,48.0,0.0,999.9,0,79
1,2014,05,26,2014-05-26,MANHATTAN,56.7,51.1,1015.3,9.6,10.3,15.0,19.0,63.0,51.1,0.0,999.9,0,59
2,2014,05,27,2014-05-27,MANHATTAN,61.1,52.9,1011.0,9.5,10.0,15.9,20.0,75.0,52.0,0.02,999.9,0,123
3,2014,05,28,2014-05-28,MANHATTAN,51.1,48.4,1012.8,2.6,15.2,22.9,32.1,53.1,48.2,0.0,999.9,1,109
4,2014,05,29,2014-05-29,MANHATTAN,52.0,42.7,1021.9,10.0,11.2,17.1,22.9,59.0,46.4,0.01,999.9,0,154
5,2014,05,30,2014-05-30,MANHATTAN,49.7,42.2,1019.4,10.0,5.7,9.9,999.9,57.9,41.0,0.0,999.9,0,147
6,2014,05,31,2014-05-31,MANHATTAN,53.9,46.5,1019.1,10.0,12.4,25.1,33.0,60.8,48.0,0.0,999.9,0,125
7,2014,06,01,2014-06-01,MANHATTAN,58.4,43.5,1024.8,10.0,11.0,15.9,22.0,66.9,51.1,0.0,999.9,0,122
1,2014,06,02,2014-06-02,MANHATTAN,57.4,46.6,1022.9,10.0,6.8,14.0,999.9,68.0,48.0,0.0,999.9,0,104
2,2014,06,03,2014-06-03,MANHATTAN,58.2,47.9,1016.6,10.0,8.8,15.0,999.9,69.1,46.9,0.0,999.9,0,137
3,2014,06,04,2014-06-04,MANHATTAN,55.2,51.2,1011.4,7.6,8.3,12.0,999.9,64.9,51.1,0.0,999.9,1,130
4,2014,06,05,2014-06-05,MANHATTAN,60.0,57.2,1006.3,5.8,7.1,19.0,35.0,64.0,55.4,0.01,999.9,1,123
5,2014,06,06,2014-06-06,MANHATTAN,61.3,54.4,1007.8,9.8,10.0,15.9,21.0,69.1,55.4,2.21,999.9,0,180
6,2014,06,07,2014-06-07,MANHATTAN,65.6,54.0,1012.5,9.9,8.6,12.0,999.9,73.9,57.0,0.0,999.9,0,128
7,2014,06,08,2014-06-08,MANHATTAN,64.9,55.5,1013.2,9.8,4.8,8.0,999.9,77.0,55.9,0.0,999.9,0,99
1,2014,06,09,2014-06-09,MANHATTAN,61.2,57.0,1015.2,7.1,5.6,9.9,999.9,68.0,55.0,0.0,999.9,1,105
2,2014,06,10,2014-06-10,MANHATTAN,63.8,60.7,1015.8,8.7,5.6,8.9,999.9,66.9,61.0,0.03,999.9,0,108
3,2014,06,11,2014-06-11,MANHATTAN,61.2,54.4,1019.6,9.3,11.3,15.0,21.0,66.2,57.0,0.16,999.9,0,135
4,2014,06,12,2014-06-12,MANHATTAN,61.0,53.0,1019.7,10.0,13.4,20.0,26.0,66.9,55.9,0.0,999.9,0,122
5,2014,06,13,2014-06-13,MANHATTAN,61.7,58.6,1013.7,4.0,14.4,18.1,24.1,66.0,59.0,0.02,999.9,1,156
6,2014,06,14,2014-06-14,MANHATTAN,66.5,63.8,1009.7,4.8,5.7,11.1,999.9,75.9,62.1,0.26,999.9,1,116
7,2014,06,15,2014-06-15,MANHATTAN,66.1,54.5,1013.9,10.0,10.9,14.0,19.0,73.9,60.1,0.02,999.9,0,76
1,2014,06,16,2014-06-16,MANHATTAN,65.2,50.0,1018.6,10.0,7.5,15.0,20.0,73.9,57.9,0.0,999.9,0,119
2,2014,06,17,2014-06-17,MANHATTAN,62.5,55.2,1019.0,10.0,8.2,12.0,999.9,73.0,57.9,0.0,999.9,0,133
3,2014,06,18,2014-06-18,MANHATTAN,71.6,62.9,1010.8,6.4,10.1,20.0,26.0,82.9,59.0,0.01,999.9,1,143
4,2014,06,19,2014-06-19,MANHATTAN,67.3,61.5,1013.6,9.7,6.5,9.9,999.9,72.0,63.7,0.0,999.9,0,142
5,2014,06,20,2014-06-20,MANHATTAN,64.6,48.8,1013.2,9.8,6.0,11.1,999.9,73.0,52.0,0.08,999.9,0,159
6,2014,06,21,2014-06-21,MANHATTAN,59.9,46.2,1013.9,10.0,5.1,12.0,999.9,73.0,48.0,0.0,999.9,0,97
7,2014,06,22,2014-06-22,MANHATTAN,63.2,49.2,1014.6,9.9,6.0,11.1,999.9,73.0,48.0,0.0,999.9,0,85
1,2014,06,23,2014-06-23,MANHATTAN,62.1,50.3,1019.7,10.0,4.1,9.9,999.9,73.0,52.0,0.0,999.9,0,109
2,2014,06,24,2014-06-24,MANHATTAN,60.0,51.9,1022.0,10.0,5.3,12.0,999.9,66.9,53.1,0.0,999.9,0,128
3,2014,06,25,2014-06-25,MANHATTAN,66.8,61.6,1017.0,9.9,8.3,13.0,999.9,73.9,61.0,0.0,999.9,0,122
4,2014,06,26,2014-06-26,MANHATTAN,66.7,64.4,1011.7,3.5,10.2,21.0,25.1,75.2,62.1,0.01,999.9,1,129
5,2014,06,27,2014-06-27,MANHATTAN,63.9,53.8,1018.0,9.8,13.6,20.0,34.0,75.0,59.0,0.13,999.9,0,139
6,2014,06,28,2014-06-28,MANHATTAN,62.2,51.9,1024.1,9.5,4.8,8.0,999.9,72.0,52.0,0.02,999.9,0,123
7,2014,06,29,2014-06-29,MANHATTAN,64.7,57.9,1024.0,9.5,5.0,8.9,999.9,72.0,55.9,0.01,999.9,0,109
1,2014,06,30,2014-06-30,MANHATTAN,67.3,61.6,1019.0,10.0,8.0,12.0,999.9,73.0,55.0,0.01,999.9,0,140
2,2014,07,01,2014-07-01,MANHATTAN,68.6,65.1,1014.4,9.8,9.1,13.0,18.1,73.9,54.0,0.01,999.9,0,111
3,2014,07,02,2014-07-02,MANHATTAN,69.0,66.0,1014.4,7.2,10.2,14.0,20.0,75.0,64.9,0.0,999.9,1,144
4,2014,07,03,2014-07-03,MANHATTAN,69.1,67.3,1015.3,1.8,8.5,12.0,999.9,75.9,66.0,0.0,999.9,1,131
5,2014,07,04,2014-07-04,MANHATTAN,69.9,68.2,1012.5,3.9,9.8,27.0,36.9,75.9,64.4,0.0,999.9,1,65
6,2014,07,05,2014-07-05,MANHATTAN,67.0,55.8,1012.9,8.4,21.2,42.9,52.1,77.0,62.1,1.88,999.9,0,78
7,2014,07,06,2014-07-06,MANHATTAN,68.2,59.1,1016.4,10.0,14.1,18.1,26.0,77.0,62.1,0.11,999.9,0,79
1,2014,07,07,2014-07-07,MANHATTAN,68.6,62.8,1012.8,9.4,13.9,15.9,22.0,73.9,63.0,0.04,999.9,0,117
2,2014,07,08,2014-07-08,MANHATTAN,69.5,66.2,1010.5,6.2,11.8,15.0,20.0,73.9,64.9,0.01,999.9,1,129
3,2014,07,09,2014-07-09,MANHATTAN,69.4,66.7,1012.5,5.1,12.3,19.0,27.0,73.9,66.0,0.02,999.9,1,106
4,2014,07,10,2014-07-10,MANHATTAN,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,999.9,1,122
5,2014,07,11,2014-07-11,MANHATTAN,69.1,62.4,1021.9,6.5,4.3,8.0,999.9,78.1,64.0,0.03,999.9,1,123
6,2014,07,12,2014-07-12,MANHATTAN,65.7,58.8,1023.4,9.9,4.4,9.9,999.9,75.9,57.9,0.01,999.9,0,96
7,2014,07,13,2014-07-13,MANHATTAN,68.7,63.6,1020.0,9.8,9.7,14.0,999.9,73.0,57.9,0.01,999.9,0,99
1,2014,07,14,2014-07-14,MANHATTAN,69.7,67.0,1014.5,7.4,12.0,15.0,21.0,73.9,64.0,0.0,999.9,0,117
2,2014,07,15,2014-07-15,MANHATTAN,71.4,69.1,1011.6,5.8,13.1,15.9,22.0,75.2,68.0,0.0,999.9,1,126
3,2014,07,16,2014-07-16,MANHATTAN,70.4,68.5,1010.6,6.0,13.7,15.9,22.9,75.0,68.0,0.0,999.9,0,119
4,2014,07,17,2014-07-17,MANHATTAN,70.4,63.7,1013.3,7.7,4.5,8.0,999.9,77.0,66.2,0.01,999.9,1,150
5,2014,07,18,2014-07-18,MANHATTAN,69.6,59.4,1020.7,9.6,5.0,7.0,999.9,79.0,63.0,0.04,999.9,0,132
6,2014,07,19,2014-07-19,MANHATTAN,65.0,54.1,1024.2,10.0,5.0,9.9,999.9,78.1,55.9,0.0,999.9,0,102
7,2014,07,20,2014-07-20,MANHATTAN,65.2,57.9,1021.3,9.1,10.0,13.0,18.1,73.9,55.9,0.0,999.9,0,67
1,2014,07,21,2014-07-21,MANHATTAN,65.9,63.3,1020.4,6.0,12.8,15.9,21.0,70.0,62.6,0.4,999.9,0,110
2,2014,07,22,2014-07-22,MANHATTAN,67.1,63.5,1020.4,5.9,5.4,11.1,999.9,73.0,60.1,0.02,999.9,1,120
3,2014,07,23,2014-07-23,MANHATTAN,69.2,65.9,1015.0,9.9,9.9,14.0,20.0,73.9,60.1,0.01,999.9,0,125
4,2014,07,24,2014-07-24,MANHATTAN,69.6,66.7,1009.5,6.4,8.5,14.0,28.0,75.9,64.4,0.04,999.9,1,122
5,2014,07,25,2014-07-25,MANHATTAN,67.4,60.8,1013.4,10.0,5.9,8.9,999.9,77.0,61.0,0.0,999.9,0,127
6,2014,07,26,2014-07-26,MANHATTAN,66.9,63.2,1015.8,9.8,6.9,9.9,999.9,75.0,61.0,0.0,999.9,0,101
7,2014,07,27,2014-07-27,MANHATTAN,68.6,65.2,1011.4,9.9,7.6,14.0,999.9,73.9,62.1,0.01,999.9,0,90
1,2014,07,28,2014-07-28,MANHATTAN,69.4,66.9,1003.0,4.8,10.0,17.1,26.0,73.9,64.9,0.01,999.9,1,116
2,2014,07,29,2014-07-29,MANHATTAN,68.9,62.8,1007.7,9.6,10.5,15.9,999.9,73.9,64.9,0.12,999.9,0,102
3,2014,07,30,2014-07-30,MANHATTAN,67.3,60.6,1015.5,9.3,5.5,11.1,999.9,75.0,59.0,0.0,999.9,0,130
4,2014,07,31,2014-07-31,MANHATTAN,67.7,62.9,1019.8,9.6,6.3,11.1,999.9,75.0,59.0,0.01,999.9,0,146
5,2014,08,01,2014-08-01,MANHATTAN,67.5,62.9,1023.5,9.0,5.3,8.9,999.9,73.9,59.0,0.01,999.9,0,162
6,2014,08,02,2014-08-02,MANHATTAN,64.3,60.0,1022.8,8.8,6.5,15.0,19.0,73.9,59.0,0.56,999.9,0,106
7,2014,08,03,2014-08-03,MANHATTAN,66.4,64.6,1019.1,6.0,5.1,9.9,999.9,70.0,61.0,0.6,999.9,1,95
1,2014,08,04,2014-08-04,MANHATTAN,68.2,65.5,1017.7,6.0,5.2,12.0,999.9,73.0,64.0,0.04,999.9,1,99
2,2014,08,05,2014-08-05,MANHATTAN,69.2,67.4,1016.2,3.7,6.6,11.1,999.9,75.9,64.9,0.0,999.9,1,126
3,2014,08,06,2014-08-06,MANHATTAN,70.1,65.7,1010.1,4.4,4.3,8.9,999.9,78.1,66.0,0.01,999.9,1,116
4,2014,08,07,2014-08-07,MANHATTAN,69.3,60.6,1011.1,9.2,6.3,15.0,21.0,77.0,60.1,0.0,999.9,0,133
5,2014,08,08,2014-08-08,MANHATTAN,66.3,57.6,1014.9,10.0,7.4,14.0,999.9,77.0,59.0,0.19,999.9,0,124
6,2014,08,09,2014-08-09,MANHATTAN,70.4,61.3,1017.2,9.9,6.4,8.9,999.9,78.1,60.1,0.0,999.9,0,106
7,2014,08,10,2014-08-10,MANHATTAN,69.1,61.4,1019.2,9.8,4.6,8.0,999.9,81.0,57.9,0.01,999.9,0,99
1,2014,08,11,2014-08-11,MANHATTAN,66.3,59.2,1021.1,7.8,3.6,8.9,999.9,81.0,57.0,0.01,999.9,1,118
2,2014,08,12,2014-08-12,MANHATTAN,67.2,62.2,1020.2,10.0,7.8,12.0,999.9,75.0,57.0,0.01,999.9,0,101
